elevatorAddress,unloadCapacity,lat,loadCapacity,odhiRegion,propertyTypeCategory,cert,transportTypes,shortName,propertyType,capacity,lng,fullName
"74001, вул. Залізнична, буд. 5, с. Блакитне, Високопільський р-н., Херсонська обл.",600,47.4083333,600,Херсонська,Власники 6+,5659,"train,autocar","НЗК, ТОВ (філія Блакитнянський ХПП)",Нікопольська ЗК,15000,33.4372222,"Товариство з обмеженою відповідальністю ""Нікопольська зернова компанія"""
"74350, вул. Ворошилова, с. Качкарівка, Бериславський р-н., Херсонська обл.",2500,47.0972222,500,Херсонська,Власники 6+,5660,"train,autocar,ship","НЗК, ТОВ (філія Качкарівський ХПП)",Нікопольська ЗК,19300,33.7433333,"Товариство з обмеженою відповідальністю ""Нікопольська зернова компанія"""
"73011, вул. Домобудівна, буд. 11, м. Херсон, Комсомольський р-н.  ",2980,46.6354170,2980,Херсонська,Інші,5661,"train,autocar,barge","Агро-Транзит-Інвест, ТОВ",Приватний,15000,32.6168670,"Товариство з обмеженою відповідальністю ""Агро-Транзит-Інвест"""
"71206, вул. Привокзальна, буд. 8а, с-ще. Верхній Токмак Перший, Чернігівський р-н., Запорізька обл.",1010,47.2101407,1550,Запорізька,Власники 6+,5662,"train,autocar","Розівський елеватор, ПАТ (філія Верхньотокмацький ХПП, с-ще. Верхній Токмак Перший) ",Розівський елеватор,15000,36.3108425,"Публічне акціонерне товариство ""Розівський елеватор"""
"71224, вул. Перемоги, буд. 30, с-ще. Стульневе, Чернігівський р-н., Запорізька обл.",1010,47.2198670,1550,Запорізька,Власники 6+,5663,"train,autocar","Розівський елеватор, ПАТ (філія Верхньотокмацький ХПП, с-ще. Стульневе) ",Розівський елеватор,7400,36.0942170,"Публічне акціонерне товариство ""Розівський елеватор"""
"08653, вул. Залізнична, буд. 1, с. Устимівка, Васильківський р-н., Київська обл.",3000,49.9649710,2500,Київська,Інші,5664,"train,autocar","Фастівське ХПП, ТОВ (с.Устимівка)",Приватний,50000,30.0179910,"Товариство з обмеженою відповідальністю ""Фастівське хлібоприймальне підприємство"""
"09113, вул. Офіцерська, буд. 6, м. Біла Церква, Київська обл.",2100,49.817939,4410,Київська,Інші,5665,"train,autocar","Білоцерківхлібопродукт, КП",Приватний,89100,30.088892,"Колективне підприємство ""Білоцерківхлібопродукт"""
"64605, вул. Червоногвардійська, буд. 48, м. Лозова, Харківська обл.",670,48.8903910,1420,Харківська,Власники 6+,5666,"train,autocar","Лозівське ХПП, ТОВ",Кернелл,32000,36.3115120,"Товариство з обмеженою відповідальністю ""Лозівське хлібоприймальне підприємство"""
"21011, вул. Ватутіна, буд. 9г, м. Вінниця ",2000,49.243898,1300,Вінницька,Інші,5667,"train,autocar","Вінницязерносервіс, ТОВ",Приватний,30000,28.521515,"Товариство з обмеженою відповідальністю ""Вінницязерносервіс"""
"41856, вул. Суворова, буд. 57а, смт. Улянівка, Білопільський р-н., Сумська обл.",480,50.9732911,480,Сумська,Інші,5668,"train,autocar","А.С.А., ТОВ",Приватний,11580,34.2980082,"Товариство з обмеженою відповідальністю ""А.С.А."""
"70652, вул. Центральна, буд. 24, с-ще. Магедове, Пологівський р-н., Запорізька обл.",750,47.4344155,500,Запорізька,Власники 6+,5669,"train,autocar","Розівський елеватор, ПАТ (філія Магедівський ХПП) ",Розівський елеватор,10600,36.5108803,"Публічне акціонерне товариство ""Розівський елеватор"""
"51030, вул. Тельмана, буд. 30а, с. Китайгород, Царичанський р-н., Дніпропетровська обл. ",500,48.9008949,700,Дніпропетровська,Інші,5670,autocar,"ЛОЕКС, ТОВ",Приватний,33600,34.4489940,"Товариство з обмеженою відповідальністю ""ЛОЕКС"""
"32002, вул. Щорса, буд. 1, м. Городок, Хмельницька обл.",1400,49.1636850,1500,Хмельницька,Інші,5671,"train,autocar","Вікторійське ХПП, ПрАТ",Приватний,30000,26.5782310,"Приватне акціонерне товариство ""Вікторійське хлібоприймальне підприємство"""
"68400, вул. Металічна, буд. 3, м. Арциз, Одеська обл.",3000,45.995993,6000,Одеська,Інші,5672,"train,autocar","Сервіс Грейн, ТОВ",Приватний,107000,29.422473,"Товариство з обмеженою відповідальністю ""Сервіс Грейн"""
"70600, вул. Ломоносова, буд. 32, м. Пологи, Запорізька обл.",3000,47.482184,3000,Запорізька,Інші,5673,"train,autocar","Пологівський КХП, ПрАТ",Приватний,86900,36.219018,"Приватне акціонерне товариство ""Пологівський комбінат хлібопродуктів"""
"86020, вул. Залізнична, буд. 10, смт. Очеретине, Ясинуватський р-н., Донецька обл.",500,48.2477730,500,Донецька,Інші,5674,"train,autocar","Бета-Агро-інвест, ТОВ (Очеретине)",Приватний,14500,37.6119330,"Товариство з обмеженою відповідальністю ""Бета-Агро-інвест"""
"64003, вул. Садова, буд. 19, смт. Кегичівка, Харківська обл.",800,49.2858333,880,Харківська,Інші,5675,"train,autocar","Кегичівське ХПП, ТОВ",Приватний,28200,35.7622222,"Товариство з обмеженою відповідальністю ""Кегичівське хлібоприймальне підприємство"""
"32200, вул. Миру, буд. 74-А, м. Деражня, Хмельницька обл.",1240,49.2666667,1240,Хмельницька,Інші,5676,"train,autocar","Деражнянське ХПП, ПАТ",Приватний,23300,27.4333333,"Публічне акціонерне товариство ""Деражнянське хлібоприймальне підприємсто"""
"22000, вул. В. Порика, буд. 26, м. Хмільник, Вінницька обл.",2500,49.5596030,4500,Вінницька,Інші,5677,"train,autocar","Хмільницький елеватор, ПАТ",Приватний,97300,27.958467,"Публічне акціонерне товариство ""Хмільницький елеватор"""
"63323, вул. Чапаєва, буд. 40, с. Берестовенька, Красноградський р-н., Харківська обл.",600,49.4813889,600,Харківська,Інші,5678,"train,autocar","Пісчанська Агрофірма, ТОВ",Приватний,10500,35.5947222,"Товариство з обмеженою відповідальністю ""Агрофірма ""Пісчанська"""
"63200, вул. Привокзальна, буд. 3, смт. Нова Водолага, Харківська обл.                                                                                                                                                                                          ",200,49.708597,800,Харківська,Інші,5679,"train,autocar","Нововодолазький ХПП, ТОВ",Приватний,11800,35.878285,"Товариство з обмеженою відповідальністю ""Нововодолазький хлібоприймальний пункт"""
"27100, вул. Кірова, буд. 17, вул. Ленінградська, буд. 54,  м. Новоукраїнка, Кіровоградська обл.",1320,48.3155556,800,Кіровоградська,Інші,5680,"train,autocar","Оріон Вектор, ПП",Приватний,14400,31.5289444,"Приватне підприємство ""Оріон Вектор"""
"62501, вул. Ігнатьєва, буд. 42, м. Вовчанськ, Харківська обл.",1200,50.3002778,1500,Харківська,Інші,5681,"train,autocar","Вовчанський КХП, ТОВ",Приватний,23900,36.9466667,"Товариство з обмеженою відповідальністю ""Вовчанський комбінат хлібопродуктів"""
"22400, вул. Коцюбинського, буд. 33, м. Калинівка, Вінницька обл.",550,49.456074,550,Вінницька,Інші,5682,"train,autocar","Атлант, ПМП",Приватний,1000,28.524919,"Приватне мале підприємство ""Атлант"""
"53132, вул. Привокзальна, буд. 1Б, с. Девладове, Софіївський р-н., Дніпропетровська обл.",1580,48.1029157,1200,Дніпропетровська,Інші,5683,"train,autocar","Девладівський елеватор КП, ТОВ",Приватний,25000,33.7569557,"Товариство з обмеженою відповідальністю ""КП Девладівський елеватор"""
"65026, Митна площа, буд. 1, м. Одеса",25000,46.484914,19000,Одеська,Інші,5684,"train,autocar,ship,barge","Олімпекс Купе Інтернейшнл, ТОВ",Приватний,124500,30.746677,"Товариство з обмеженою відповідальністю ""Олімпекс Купе Інтернейшнл"""
"56156, вул. Центральна, буд. 1-Б, с. Добре, Баштанський р-н., Миколаївська обл.",1180,47.3122222,2150,Миколаївська,Інші,5685,"train,autocar","Явкинський елеватор, ПрАТ",Приватний,42400,32.4568333,"Приватне акціонерне товариство ""Явкинський елеватор"""
"86023, вул. Залізнична, буд. 20а, с. Желанне, Ясинуватський р-н., Донецька обл.",650,48.208073,640,Донецька,Інші,5686,"train,autocar","Східний Альянс, ТОВ",Приватний,11000,37.44441,"Товариство з обмеженою відповідальністю ""Східний Альянс"""
"73036, вул. Перекопська, буд. 169, м. Херсон   ",2000,46.659393,2000,Херсонська,Інші,5687,"autocar,barge","Дніпровський термінал, ПрАТ",Приватний,25000,32.654813,"Приватне акціонерне товариство ""Дніпровський термінал"""
"28500, вул. Войкова, буд. 21, м. Долинська, Кіровоградська обл.",580,48.1111417,440,Кіровоградська,Інші,5688,"train,autocar","Агрорегіон, ТОВ",Приватний,10000,32.7657722,"Товариство з обмеженою відповідальністю ""Агрорегіон"""
"97200, вул. Первомайська, буд. 54, смт. Совєтський, АР Крим",600,45.3469444,1500,АР Крим,Інші,5689,"train,autocar","АСТІ Совєтський елеватор, ТОВ",Приватний,34800,34.9333333,"Товариство з обмеженою відповідальністю ""АСТІ Совєтський елеватор"""
"49021, вул. Амур-Гавань, буд. 11, м. Дніпропетровськ",5800,48.495304,5500,Дніпропетровська,Інші,5690,"train,autocar,ship,barge","АСК Укррічфлот, ПАТ (філія Дніпропетровський річковий порт)",Приватний,30000,35.033813,"Публічне акціонерне товариство ""Судноплавна компанія ""Укррічфлот"""
"08042, вул. Заводська, буд. 1, с. Червона Слобода, Макарівський р-н., Київська обл.",300,50.389218,300,Київська,Інші,5691,autocar,"Слобода КО, ТОВ",Приватний,3500,29.677248,"Товариство з обмеженою відповідальністю ""Слобода КО"""
"56301, вул. Визволення, буд. 104, смт. Врадіївка, Миколаївська обл.",1000,47.8616667,1000,Миколаївська,Інші,5692,autocar,"Врадіївський АК, ТОВ",Приватний,41000,30.5940556,"Товариство з обмеженою відповідальністю ""Агрокомбінат ""Врадіївський"""
"41630, вул. Батуринський шлях, буд. 7/1, с. Питомник, Конотопський р-н., Сумська обл.",700,51.2655660,2500,Сумська,Інші,5693,"train,autocar","Вітчизна, ТОВ (с. Питомник)",Приватний,32000,33.1888404,"Товариство з обмеженою відповідальністю ""Вітчизна"""
"14026, вул. Елеваторна, буд. 1, м. Чернігів",2400,51.4982000,5700,Чернігівська,Інші,5694,"train,autocar","Млибор, ПАТ",Приватний,107900,31.2893500,"Публічне акціонерне товариство ""МЛИБОР"""
"60226, вул. Залізнична, буд. 5, ст. Васкауци, Сокирянський р-н., Чернівецька обл.",1000,48.406016,1100,Чернівецька,Інші,5695,"train,autocar","Шепетівська реалбаза хлібопродуктів, ПАТ (ст. Васкауци)",Приватний,29600,27.126961,"Публічне акціонерне товариство ""Шепетівська реалбаза хлібопродуктів"""
"60226, вул. Залізнична, буд. 8, ст. Романківці, Сокирянський р-н., Чернівецька обл.",1000,48.49587,1100,Чернівецька,Інші,5696,"train,autocar","Шепетівська реалбаза хлібопродуктів, ПАТ (ст. Романківці)",Приватний,26000,27.253341,"Публічне акціонерне товариство ""Шепетівська реалбаза хлібопродуктів"""
"26400, вул. Промислова, буд. 22, буд. 55, м. Ульяновка, Кіровоградська обл.",400,48.319706,1200,Кіровоградська,Інші,5697,autocar,"Кононівський елеватор, ТОВ (Грушківська дільниця)",Приватний,40500,30.2353,"Товариство з обмеженою відповідальністю ""Кононівський елеватор"""
"63021, вул. Заводська, буд. 11, смт. Ков\'яги, Валківський р-н., Харківська обл.",900,49.9044444,1500,Харківська,Інші,5698,"train,autocar","Ков\'ягівське, ТОВ",Приватний,22000,35.5596111,"Товариство з обмеженою відповідальністю ""Ков\'ягівське"""
"41811, вул. Новікова, буд. 15, м. Ворожба, Білопільський р-н., Сумська обл.",800,51.1702090,1300,Сумська,Власники 6+,5699,"train,autocar","Ворожбянське КХП, ТОВ",Агротрейд,44400,34.225579,"Товариство з обмеженою відповідальністю ""Ворожбянський комбінат хлібопродуктів """
"64332, вул. Привокзальна, буд. 11, с. Іванчуківка, Ізюмський р-н., Харківська обл.",1000,49.3700950,1000,Харківська,Інші,5700,"train,autocar","Іванчуківське ХПП, ПрАТ",Приватний,22900,37.1929740,"Приватне  акціонерне товариство ""Іванчуківське хлібоприймальне підприємство"""
"13501, вул. Фрунзе, буд. 117, смт. Попільня, Житомирська обл.",1050,49.966405,2000,Житомирська,Інші,5701,"train,autocar","Олімп-Агро, ТОВ",Приватний,23200,29.443338,"Товариство з обмеженою відповідальністю ""Олімп-Агро"""
"11708, вул. Вокзальна, буд. 1а, м. Новоград-Волинський, Житомирська обл.",380,50.596655,380,Житомирська,Інші,5702,"train,autocar","Житниця, ТОВ",Приватний,15000,27.593536,"Товариство з обмеженою відповідальністю ""Житниця"""
"99016, вул. Приморська, буд. 2Г, м. Севастополь, АР Крим   ",32600,44.628588,18000,АР Крим,Інші,5703,"train,autocar,ship,barge","Авліта СК, ПрАТ",Приватний,170000,33.546656,"Приватне акціонерне товариство ""Стівідорна компанія ""Авліта"""
"09173, вул. Привокзальна, буд. 8, с. Сухоліси, Білоцерківський р-н., Київська обл.",480,49.7360300,300,Київська,Інші,5704,"train,autocar","Білоцерківський елеватор, ПАТ (с. Сухоліси)",Приватний,23300,30.3724190,"Публічне акціонерне товариство ""Білоцерківський елеватор"""
"19323, вул. Зарічна, буд. 28а, с. Будище, Лисянський р-н., Черкаська обл.",3400,49.235835,3000,Черкаська,Інші,5705,"train,autocar","Кононівський елеватор, ТОВ (с. Будище)",Приватний,62460,30.890551,"Товариство з обмеженою відповідальністю ""Кононівський елеватор"""
"66161, вул. Залізнична, буд. 34, с. Білине, Балтський р-н., Одеська обл.",1860,47.8721800,3260,Одеська,Інші,5706,"train,autocar","Балтське ХПП, ПАТ",Приватний,65700,29.6213210,"Публічне акціонерне товариство ""Балтське хлібоприймальне підприємство"""
"73021, Острівське шосе, буд. 2 б, м. Херсон   ",1500,46.606843,800,Херсонська,Інші,5707,"autocar,ship,barge","Дніпровська ТК, ТОВ",Приватний,5000,32.57692,"Товариство з обмеженою відповідальністю ""Дніпровська Торгова Компанія"""
"54002, вул. Каботажний спуск, буд. 1, м. Миколаїв, Заводський район  ",81000,46.948314,46500,Миколаївська,Інші,5708,"train,autocar,ship,barge","НІБУЛОН СП, ТОВ (м. Миколаїв)",Приватний,129600,31.985375,"Товариство з обмеженою відповідальністю сільськогосподарське підприємство ""НІБУЛОН"""
"54002, вул. Заводська, буд. 23/13, 23/13а, 23/31, 23/33, м. Миколаїв",36000,46.9498970,19370,Миколаївська,Інші,5709,"train,autocar,ship,barge","Грінтур-Екс, ТОВ",Приватний,118996,32.0054198,"Товариство з обмеженою відповідальністю ""Грінтур-Екс"""
"42200, вул. Залізнична, буд. 46, м. Лебедин, Сумська обл.",1500,50.5797222,1100,Сумська,Інші,5710,"train,autocar","Лебединське ХПП, ПАТ",Приватний,53000,34.4792222,"Публічне акціонерне товариство ""Лебединське хлібоприймальне підприємство"""
"22200, вул. Привокзальна, буд. 47, м. Погребище, Вінницька обл.",6100,49.4863380,5120,Вінницька,Інші,5711,"train,autocar","Ржевуське ХПП, ТОВ (м. Погребище)",Приватний,51000,29.2700490,"Товариство з обмеженою відповідальністю ""Ржевуське хлібоприймальне підприємство"""
"22262, вул. Перемоги, буд.15а, с. Адамівка, Погребищенський р-н., Вінницька обл.",1500,48.8638889,1500,Вінницька,Інші,5712,autocar,"Ржевуське ХПП, ТОВ (с. Адамівка)",Приватний,21000,29.5144444,"Товариство з обмеженою відповідальністю ""Ржевуське хлібоприймальне підприємство"""
"47600, вул. П. Думки, буд. 5, смт. Козова, Козівський р-н., Тернопільська обл.",2000,49.4331060,2000,Тернопільська,Інші,5713,"train,autocar","Агропродсервіс, ПАП (смт. Козова)",Приватний,74000,25.1548640,"Приватне агропромислове підприємство ""Агропродсервіс"""
"47661, вул. Промислова, буд. 2, с. Яструбове, Козівський р-н.,Тернопільська обл.",500,49.467524,500,Тернопільська,Інші,5714,autocar,"Агропродсервіс, ПАП (с. Яструбове)",Приватний,7900,25.357411,"Приватне агропромислове підприємство ""Агропродсервіс"""
"53208, вул. Електрометалургів, буд. 224, м. Нікополь, Дніпропетровська обл.",1000,47.587179,1000,Дніпропетровська,Інші,5715,"train,autocar","НЗК, ТОВ (м. Нікополь)",Приватний,21000,34.3833,"Товариство з обмеженою відповідальністю ""Нікопольська зернова компанія"""
"65003, вул. Хлібна гавань, буд. 5, м. Одеса",8000,46.504943,2700,Одеська,Інші,5716,"train,autocar,ship,barge","Інзерноекспорт ЗПК, ТОВ",Приватний,17500,30.728839,"Товариство з обмеженою відповідальністю ""Зерновий перевантажний комплекс ""Інзерноекспорт"""
"93501, вул. Октябрська, буд. 42, смт. Новоайдар, Луганська обл.",1050,48.9591667,1050,Луганська,Інші,5717,"train,autocar","Агротон СВФ, ПрАТ",Приватний,32400,39.0204444,"Приватне акціонерне товариство сільськогосподарська виробнича фірма ""Агротон"" "
"19842, вул. Нахімова, буд. 30, с-ще. Драбове-Барятинське, Драбівський р-н., Черкаська обл.",2800,49.9450000,2000,Черкаська,Інші,5718,"train,autocar","Хорс ЗК, СТОВ",Приватний,95000,32.2915556,"Сільськогосподарське товариство з обмеженою відповідальністю ""Зернова компанія ""Хорс"""
"22513, вул. Миру, буд. 26, смт. Турбів, Липовецький р-н., Вінницька обл.",450,49.3463889,800,Вінницька,Інші,5719,"train,autocar","Вінницька промислова группа СХК, ТОВ (Турбів ХПП)",Приватний,22300,28.7200000,"Товариство з обмеженою відповідальністю сільськогосподарська Холдингова Компанія ""Вінницька промислова група"""
"95051, вул. Елеваторна, буд. 14, м. Сімферополь, АР Крим",1400,44.943061,2400,АР Крим,Інші,5720,"train,autocar","Сімферопольський КХП, ПАТ",Приватний,48000,34.080114,"Публічне акціонерне товариство ""Сімферопольський комбінат хлібопродуктів"""
"74988, вул. Промислова, буд. 13, м. Нова Каховка, м. Таврійськ, Херсонська обл.",2071,46.765177,2500,Херсонська,Інші,5721,"train,autocar","Новокаховський КХП, ПАТ",Приватний,64000,33.382859,"Публічне акціонерне товариство ""Новокаховський комбінат хлібопродуктів"""
"64220, вул. Підвокзальна, буд. 29, смт. Андріївка, Балаклійський р-н., Харківська обл.",500,49.534247,400,Харківська,Інші,5722,"train,autocar","НЗК, ТОВ (філія Андріївське ХПП)",Приватний,12300,36.621809,"Товариство з обмеженою відповідальністю ""Нікопольська зернова компанія"""
"66521, с. Солтанівка, Любашівський р-н., Одеська обл.",900,47.8586111,900,Одеська,Інші,5723,"train,autocar","Заплазcьке ХПП, ПрАТ",Приватний,42000,30.1225000,"Приватне акціонерне товариство ""Заплазcьке хлібоприймальне підприємство"""
"73000, Одеська площа, буд. 6, м. Херсон, Комсомольський р-н., Херсонська обл.",3000,46.6257170,1500,Херсонська,Інші,5724,"train,ship,barge","УКЕА, ТОВ",Приватний,35000,32.6116598,"Товариство з обмеженою відповідальністю Зерновий термінал ""УкрКазекспортастик"""
"53300, вул. Нахімова, буд. 6, м. Орджонікідзе, Дніпропетровська обл.",630,47.6568840,600,Дніпропетровська,Інші,5728,"train,autocar","ТОВ, НЗК (філія Чортомлицький ХПП)",Приватний,9600,34.0541849,"Товариство з обмеженою відповідальністю ""Нікопольська зернова компанія"""
"28110, вул. Вокзальна, буд. 74 б, смт. Павлиш, Онуфріївський р-н., Кіровоградська обл.",400,48.910397,400,Кіровоградська,Інші,5729,"train,autocar","Верес, ТОВ",Приватний,21000,33.327522,"Товариство з обмеженою відповідальністю ""Верес"""
"90202, вул. Достоєвського, буд. 3, м. Берегове, Закарпатська обл.",350,48.20369,570,Закарпатська,Інші,5730,"train,autocar","Берегівський КХП, ПАТ",Приватний,19800,22.627378,"Публічне акціонерне товариство ""Берегівський комбінат хлібопродуктів"""
"38413, вул. Степова, буд. 33б, с. Жовтневе, Решетилівський р-н., Полтавська обл.",3500,49.6431885,6000,Полтавська,Інші,5731,"train,autocar","НІБУЛОН СП, ТОВ (філія Решетилівська)",Приватний,38547,34.1419971,"Товариство з обмеженою відповідальністю сільськогосподарське підприємство ""НІБУЛОН"""
"62712, вул. Привокзальна, буд. 1, ст. Тополі, Дворічанський р-н., Харківська обл.",900,49.9599000,900,Харківська,Власники 6+,5733,"train,autocar","Дворічанський елеватор, ТОВ (ст. Тополі)",Агротрейд,14500,37.9113000,"Товариство з обмеженою відповідальністю ""Дворічанський елеватор"""
"62731, вул. Перемоги, буд. 13, с. Тавільжанка, Дворічанський р-н., Харківська обл.",900,49.8458333,1100,Харківська,Інші,5734,"train,autocar","Дворічанський елеватор, ТОВ (с.Тавільжанка)",Приватний,45500,37.7738889,"Товариство з обмеженою відповідальністю ""Дворічанський елеватор"""
"84634, вул. Інтернаціональна, буд. 18, м. Горлівка, Донецька обл.",1000,48.289614,1000,Донецька,Інші,5735,"train,autocar","Бета-Агро-Інвест, ТОВ (м. Горлівка)",Приватний,10300,38.028885,"Товариство з обмеженою відповідальністю ""Бета-Агро-інвест"""
"51800, вул. Леніна, буд. 2, смт. Петриківка, Дніпропетровська обл.",300,48.7293820,1000,Дніпропетровська,Інші,5736,autocar,"Світанок Агрофірма, ТОВ ",Приватний,28800,34.6363280,"Товариство з обмеженою відповідальністю ""Агрофірма ""Світанок"""
"30002, вул. Привокзальна, буд. 86, м. Славута, Хмельницька обл.",500,50.316312,1500,Хмельницька,Інші,5737,"train,autocar","Лотівка Еліт, ТОВ",Приватний,34100,26.888609,"Товариство з обмеженою відповідальністю ""Лотівка Еліт"""
"22065, вул. Леніна, буд. 82а, с. Широка Гребля, Хмільницький р-н., Вінницька обл.",2000,49.5186111,1000,Вінницька,Інші,5738,"train,autocar","НІБУЛОН СП, ТОВ (філія Хмільник)",Приватний,6500,28.0300000,"Товариство з обмеженою відповідальністю сільськогосподарське підприємство ""НІБУЛОН"""
"80560, вул. Колеси, буд. 9, смт. Красне, Буський р-н., Львівська обл.",4000,49.9197408,1500,Львівська,Інші,5739,"train,autocar","Юкрейн ЛК, ТОВ",Приватний,35000,24.619908,"Товариство з обмеженою відповідальністю ""ЛК Юкрейн Груп"""
"52323, вул. Виконкомівська, буд. 29а, смт. Щорськ, Криничанський р-н., Дніпропетровська обл.",2160,48.3525000,2200,Дніпропетровська,Інші,5740,"train,autocar","Унірем-Сервіс, ТОВ",Приватний,20000,34.1166700,"Товариство з обмеженою відповідальністю ""Унірем-Сервіс"""
"67400, вул. Леніна, буд. 103, м. Роздільна, Одеська обл.",900,46.8438810,800,Одеська,Інші,5741,"train,autocar","Агротрейд-ЮГ, ТОВ",Приватний,10000,30.080232,"Товариство з обмеженою відповідальністю ""Агротрейд-ЮГ"""
"59330, вул. Магістральна, буд. 43, смт. Неполоківці, Кіцманський р-н., Чернівецька обл.",1130,48.3919444,2550,Чернівецька,Державні,5742,"train,autocar","Неполоковецький КХП, ДП ДАРУ",ДАРУ,62000,25.6469444,"Державне підприємство ""Неполоковецький комбінат хлібопродуктів"" Державного агенства резерву України"
"28500, вул. Войкова, буд. 1, буд. 1а, м. Долинська,  Кіровоградська обл.",1000,48.1111417,2000,Кіровоградська,Інші,5743,"train,autocar","Долинський ККЗ, ТОВ",Приватний,38200,32.7667722,"Товариство з обмеженою відповідальністю ""Долинський комбікормовий завод"""
"52740, вул. Станційна, буд. 1, с. Дмитрівка, Петропавлівський р-н., Дніпропетровська обл.",300,48.3887134,300,Дніпропетровська,Власники 6+,5744,autocar,"Розівський елеватор, ПАТ (філія Дмитрівське ХПП)",Розівський елеватор,9000,36.1917738,"Публічне акціонерне товариство ""Розівський елеватор"""
"51140, вул. Привокзальна, буд. 3, с. Личкове, Магдалинівський р-н., Дніпропетровська обл.",1415,49.093766,2600,Дніпропетровська,Інші,5745,"train,autocar","АЯКС, ТОВ",Приватний,50000,35.207551,"Товариство з обмеженою відповідальністю ""АЯКС"""
"31026, вул. Вокзальна, буд. 1, с. Кременчуки, Красилівський р-н., Хмельницька обл.",920,49.809355,1850,Хмельницька,Інші,5746,"train,autocar","Антонінське ХПП, ПрАТ",Приватний,34000,26.973311,"Приватне акціонерне товариство ""Антонінське хлібоприймальне підприємство"""
"22500, вул. Привокзальна, буд. 53, с-ще. Липовець, Липовецький р-н., Вінницька обл.",1400,49.2207070,2000,Вінницька,Власники 6+,5749,"train,autocar",Елеваторна компанія Кусто ТОВ (с-ще. Липовець),Кусто,25000,29.0555510,"Товариство з обмеженою відповідальністю ""Елеваторна компанія ""Кусто-Агро"""
"23100, вул. Барляєва, буд. 28а, м. Жмеринка, Вінницька обл.",1400,49.036897,2000,Вінницька,Власники 6+,5750,"train,autocar",Елеваторна компанія Кусто ТОВ,Кусто,25000,28.121134,"Товариство з обмеженою відповідальністю ""Елеваторна компанія ""Кусто-Агро"""
"22100, вул. Довженка, буд. 28, м. Козятин, Вінницька обл.",1400,49.7205520,2000,Вінницька,Власники 6+,5751,"train,autocar",Елеваторна компанія Кусто ТОВ,Кусто,40000,28.8490690,"Товариство з обмеженою відповідальністю ""Елеваторна компанія ""Кусто-Агро"""
"98320, вул. Свердлова, буд. 49, м. Керч, АР Крим",7100,45.33907,5900,АР Крим,Інші,5752,"train,autocar,ship,barge","Зерновий термінал АВС, ТОВ",Приватний,30000,36.458727,"Товариство з обмеженою відповідальністю ""Зерновий термінал АБС"""
"77033, вул. Т. Шевченка, буд. 19-А, с. Воскресинці, Рогатинський р-н., Івано-Франківська обл.",2000,48.505801,2000,Івано-Франківська,Інші,5757,"train,autocar","Агрокультура Рогатин, ТОВ",Приватний,32200,25.071646,"Товариство з обмеженою відповідальністю ""Агрокультура Рогатин"""
"71562, вул. Степова, буд. 6, с. Підгірне, Василівський р-н., Запорізька обл.",500,47.4431488,600,Запорізька,Інші,5758,autocar,"Василівський ККЗ, ПрАТ",Приватний,19800,35.3453962,"Приватне акціонерне товариство ""Василівський комбікормовий завод"""
"28020, Користівське шосе, буд. 2а, смт. Приютівка, Олександрійський р-н., Кіровоградська обл.",1000,48.7202778,1500,Кіровоградська,Інші,5759,"train,autocar","УкрАгроКом, ТОВ",Приватний,67000,33.0652778,"Товариство з обмеженою відповідальністю ""УкрАгроКом"""
"38315, вул, Калініна, буд. 2-А, с. Устивиця, Великобагачанський р-н., Полтавська обл.",400,49.866538,400,Полтавська,Інші,5763,autocar,"Гарант-2005, ПСП",Приватний,9500,33.804193,"Приватне сільськогосподарське підприємство ""Гарант-2005"""
"22544, вул. Привокзальна, буд. 18, ст. Липовець, Липовецький р-н., Вінницька обл.",1100,49.2472790,2650,Вінницька,Інші,5764,"train,autocar","Липовецький елеватор, ТОВ",Приватний,54000,29.2292520,"Товариство з обмеженою відповідальністю ""Липовецький елеватор"""
"23814, вул. Залізнична, буд. 12, с-ще. Кублич, Теплицький р-н., Вінницька обл.",700,48.6772222,3000,Вінницька,Інші,5765,"train,autocar","Кубличське ХПП, ТОВ",Приватний,51400,29.6427778,"Товариство з обмеженою відповідальністю ""Кубличське хлібоприймальне підприємство"""
"64840, вул. Молодіжна, буд. 4, с. Самійлівка, Близнюківський р-н., Харківська обл.",730,48.7060860,1260,Харківська,Власники 6+,5766,"train,autocar","Самойлівський елеватор, ТОВ",Агротрейд,25800,36.2867375,"Товариство з обмеженою відповідальністю ""Самойлівський елеватор"""
"63351, вул. Садова, буд. 7, с. Добренька, Красноградський р-н., Харківська обл.",700,49.31175,600,Харківська,Інші,5767,autocar,"Пісчанська агрофірма, ТОВ (с. Добренька)",Приватний,11500,35.447289,"Товариство з обмеженою відповідальністю ""Агрофірма ""Пісчанська"""
"71700, вул. Щави, буд. 84, м. Токмак, Запорізька обл.",1288,47.25232,2028,Запорізька,Інші,5769,"train,autocar","Токмак-Агро, ТОВ",Приватний,47400,35.699532,"Товариство з обмеженою відповідальністю ""Токмак-Агро"""
"56301, вул. Героїв Врадіївщини, буд. 12, смт. Врадіївка, Врадіївський р-н., Миколаївська обл.",3400,47.8616667,3900,Миколаївська,Державні,5770,"train,autocar","ДПЗКУ, ПАТ (філія ""Врадіївський елеватор"")",ДПЗКУ,116500,30.5930556,"Публічне акціонерне товариство ""Державна продовольчо-зернова корпорація України"""
