elevatorAddress,unloadCapacity,lat,loadCapacity,odhiRegion,propertyTypeCategory,cert,transportTypes,shortName,propertyType,capacity,lng,fullName
"11104, вул. Леніна, буд. 72, м. Овруч, Житомирська обл.",380,51.3278320,200,Житомирська,Інші,4951,"train,autocar","Овруцька реалбаза хлібопродуктів, ВАТ",Приватний,14000,28.8133440,"Відкрите акціонерне товариство ""Овруцька реалізаційна база хлібопродуктів"""
"96020, вул. Леніна, буд. 55б, с. Воїнка, Красноперекопський р-н., АР Крим",1500,45.8693529,5320,АР Крим,Інші,4960,"train,autocar","Північно-Кримський КХП, ТОВ  (с. Воїнка)",Приватний,41900,33.9935460,"Товариство з обмеженою відповідальністю ""Північно-Кримський комбінат хлібопродуктів"""
"20603, вул. Калініна, буд. 1, м. Шпола, Черкаська обл.",4000,49.0042010,6000,Черкаська,Державні,4961,"train,autocar","ДПЗКУ, ПАТ (філія ""Шполянський елеватор"")",ДПЗКУ,71900,31.3962280,"Публічне акціонерне товариство ""Державна продовольчо-зернова корпорація України"""
"74800, Чаплинське шосе, буд. 19, м. Каховка, Каховський р-н., Херсонська обл.",250,46.8098389,450,Херсонська,Інші,4968,autocar,"Чумацький шлях, ТОВ",Приватний,12500,33.4830770,"Товариство з обмеженою відповідальністю ""Чумацький шлях"""
"38832, пров. Аптечний, буд. 11, с. Чапаєве, Чутівський р-н., Полтавська обл.",760,49.7407839,400,Полтавська,Інші,4970,"train,autocar","Інтер-Агро ЛТД ТД, ТОВ (с. Чапаєве)",Приватний,16300,34.9887214,"Товариство з обмеженою відповідальністю ""Торговий дім ""Інтер-Агро ЛТД"""
"37000, вул. Південна, буд. 4, м. Пирятин, Полтавська обл.",2000,50.2373930,1000,Полтавська,Інші,4971,"train,autocar","Баришівська зернова компанія, ТОВ (м. Пирятин)",Приватний,23100,32.5039280,"Товариство з обмеженою відповідальністю ""Баришівська зернова компанія"""
"20300, вул. Старицького, буд. 7, м. Умань, Черкаська обл.",3500,48.732134,8000,Черкаська,Державні,4983,"train,autocar","ДПЗКУ, ПАТ (філія ""Уманський елеватор"")",ДПЗКУ,97000,30.203433,"Публічне акціонерне товариство ""Державна продовольчо-зернова корпорація України"""
"20600, вул. Володарського, буд. 109, м. Шпола, Шполянський р-н., Черкаська обл.",1000,49.0042010,1000,Черкаська,Інші,4984,autocar,"Відродження, СПОП",Приватний,10000,31.397228,"Сільськогосподарське приватно-орендне підприємство ""Відродження"""
"вул. Шевченка 14, смт.Локачі, Локачинський район, Волинська область, 45300",380,51.3278320,250,Волинська,Інші,4985,autocar,"Агротехніка, ТзОВ",Приватний,15200,28.8133440,"Товариство з обмеженою відповідальністю ""Агротехніка"""
"20505, вул. Леніна, буд. 47, смт. Єрки, Катеринопільський р-н., Черкаська обл.",2500,48.9825000,4700,Черкаська,Інші,4990,"train,autocar","Катеринопільський елеватор, ТОВ",Приватний,220300,30.9991667,"Товариство з обмеженою відповідальністю ""Катеринопільський елеватор"""
"вул. Паралельна 33, смт.Турійськ, Турійський район, Волинська область, 44800",150,51.3278320,480,Волинська,Інші,4994,"train,autocar","Агротехніка, ТзОВ",Приватний,35990,28.8133440,"Товариство з обмеженою відповідальністю ""Агротехніка"""
"45653, вул. Привокзальна 156, с.Чаруків, Луцький район, Волинська область",300,51.3278320,750,Волинська,Інші,4997,"train,autocar","Агротехніка, ТзОВ",Приватний,25000,28.8133440,"Товариство з обмеженою відповідальністю ""Агротехніка"""
"27410, вул. Степова, буд. 3, смт. Знам\'янка друга, Кіровоградська обл.",550,48.7163889,750,Кіровоградська,Інші,5005,autocar,"Знам\'янська АПК, ТОВ",Приватний,19500,32.5930556,"Товариство з обмеженою відповідальністю ""Знам\'янська агропромислова компанія"""
"15600, вул. Садова, буд. 5, м. Мена, Чернігівська обл.",900,51.5199730,2000,Чернігівська,Державні,5018,"train,autocar","ДПЗКУ, ПАТ (філія ""Менське ХПП"")",ДПЗКУ,53000,32.2152340,"Публічне акціонерне товариство ""Державна продовольчо-зернова корпорація України"""
"26232, вул. Горького, буд. 25а, с. Злинка. Маловисківський р-н., Кіровоградська обл.",1500,48.491184,1500,Кіровоградська,Державні,5019,"train,autocar","ДПЗКУ, ПАТ (філія ""Хлібна база № 78"")",ДПЗКУ,172300,31.537628,"Публічне акціонерне товариство ""Державна продовольчо-зернова корпорація України"""
"20615, вул. Гагаріна, буд. 1, с. Сигнаївка, Шполянський р-н., Черкаська  обл.",1020,49.0519444,650,Черкаська,Інші,5021,"train,autocar","Шпола-Агро Індустрі, ТОВ (с. Сигнаївка)",Приватний,11300,31.4950000,"Товариство з обмеженою відповідальністю ""Шпола-Агро Індустрі"""
"66740, вул. Елеваторна, буд. 24, смт. Затишшя, Фрунзівський р-н., Одеська обл.",5000,47.3333333,5000,Одеська,Інші,5025,"train,autocar","Затишанське ХПП, ТДВ",Приватний,56700,29.8666667,"Товариство з додатковою відповідальністю ""Затишанське хлібоприймальне підприємство"""
"64501, вул. 17 Вересня, буд. 70, смт. Сахновщина, Харківська обл.",5350,49.1488889,5700,Харківська,Державні,5027,"train,autocar","ДПЗКУ, ПАТ (філія ""Сахновщинський елеватор"")",ДПЗКУ,110100,35.8744444,"Публічне акціонерне товариство ""Державна продовольчо-зернова корпорація України"""
"20000, вул. Першотравнева, буд. 1, м. Христинівка, Черкаська обл.",1400,48.8333333,1620,Черкаська,Державні,5030,"train,autocar","ДПЗКУ, ПАТ (філія ""Хлібна база № 86"")",ДПЗКУ,53200,29.9666667,"Публічне акціонерне товариство ""Державна продовольчо-зернова корпорація України"""
"30500, вул. Залізнична, буд. 27, м. Полонне, Хмельницька  обл.",400,50.1312110,800,Хмельницька,Інші,5033,"train,autocar","Полонський КХП, ПАТ",Приватний,25000,27.4996860,"Публічне акціонерне товариство ""Полонський комбінат хлібопродуктів"""
"51200, вул. Погрузна, буд. 4, м. Новомосковськ, Дніпропетровська обл.",320,48.634821,400,Дніпропетровська,Власники 6+,5051,autocar,"Розівський елеватор, ПАТ (Новомосковська філія) ",Розівський елеватор,20000,35.225378,"Публічне акціонерне товариство ""Розівський елеватор"""
"16730, вул. Шевченка, буд. 139, смт. Парафіївка, Ічнянський р-н., Чернігівська обл.",800,50.8746200,680,Чернігівська,Інші,5061,"train,autocar","Північно-Українська Експортно-Імпортна компанія, ТОВ",Приватний,11400,32.6398500,"Товариство з обмеженою відповідальністю ""ПІВНІЧНО-УКРАЇНСЬКА ЕКСПОРТНО-ІМПОРТНА КОМПАНІЯ"""
"17523, вул. Космонавтів, буд. 1-А, смт. Мала Дівиця, Прилуцький р-н., Чернігівська обл.",1260,50.6870783,1130,Чернігівська,Інші,5062,"train,autocar","Крок-УкрЗалізБуд, ТОВ",Приватний,33500,32.1719776,"Товариство з обмеженою відповідальністю ""КРОК - УкрЗалізБуд"""
"53610, вул. Пролетарська, буд. 1а, смт. Просяна, Покровський р-н., Дніпропетровська обл.",3600,48.1173570,4800,Дніпропетровська,Власники 6+,5064,"train,autocar","Сантрейд, ДП з ІІ (Просянська філія)",Сантрейд,195000,36.3742640,"Дочірнє підприємство з іноземною інвестицією ""Сантрейд"""
"19810, вул. Поштова, буд. 2, сел. Кононівка, Драбівський р-н., Черкаська обл.",1700,50.1916667,1000,Черкаська,Власники 6+,5065,"train,autocar","Кононівський елеватор, ТОВ  (ст. Кононівка)",Кернелл,46300,32.0919444,"Товариство з обмеженою відповідальністю ""Кононівський елеватор"""
"09200, вул. Фрунзе, буд. 95, м. Кагарлик,  Київська обл.",2700,49.8500000,2900,Київська,Інші,5072,"train,autocar","Комплекс Агромарс, ТОВ",Приватний,112600,30.8091667,"Товариство з обмеженою відповідальністю ""Комплекс Агромарс"""
"74800, вул. Леніна, буд. 124б, м. Каховка, Каховський р-н., Херсонська обл.",1800,46.8098389,1700,Херсонська,Інші,5073,"train,autocar","Судносервіс, ТОВ",Приватний,93000,33.484077,"Товариство з обмеженою відповідальністю ""Судносервіс"""
"37400, пров. Пирятинський, буд. 46, м. Гребінка, Полтавська обл.",1390,50.1183090,810,Полтавська,Державні,5078,"train,autocar","ДПЗКУ, ПАТ (філія ""Гребінківський елеватор"")",ДПЗКУ,83700,32.4522050,"Публічне акціонерне товариство ""Державна продовольчо-зернова корпорація України"""
"67300, вул. Пристанційна, буд. 14, м. Березівка, Березівський р-н., Одеська обл.",2700,47.2005556,2600,Одеська,Інші,5088,"train,autocar","Березівський елеватор, ТОВ (м. Березівка)",Приватний,80000,30.9172222,"Товариство з обмеженою відповідальністю ""Березівський елеватор"""
"67300, вул. Нова, буд. 82, с. Новоселівка, Березівський р-н., Одеська обл.",1100,46.0017330,1400,Одеська,Інші,5089,"train,autocar","Березівський елеватор, ТОВ (Раухівська дільниця)",Приватний,30000,29.6131410,"Товариство з обмеженою відповідальністю ""Березівський елеватор"""
"66410, вул. Степова, буд. 3, с. Жеребкове, Ананьївсьий р-н., Одеська обл.",800,47.8413440,300,Одеська,Інші,5092,"train,autocar","Бі єнд Вай, ДП",Приватний,5000,29.8710020,"Дочірнє підприємство ""Бі єнд Вай"""
"68200, вул. Заводська, буд. 9, смт. Сарата, Одеська обл.",3300,46.0199358,6800,Одеська,Власники 6+,5093,"train,autocar","Сантрейд, ДП з ІІ (смт. Сарата) (Саратська філія)",Сантрейд,164300,29.6734385,"Дочірнє підприємство з іноземною інвестицією ""Сантрейд"""
"26232, вул. П. Велігіна, буд. 9, с. Злинка, Маловисківський р-н., Кіровоградська обл.",1140,48.4911111,1500,Кіровоградська,Інші,5097,"train,autocar","Мосінвест, ТОВ",Приватний,44000,31.5375000,"Товариство з обмеженою відповідальністю ""Мосінвест"""
"53680, вул. Пушкіна, буд. 85, смт. Покровське, Дніпропетровська обл.",6640,47.9852870,3100,Дніпропетровська,Інші,5098,"train,autocar","Агрофірма Контрактова, ТОВ",Приватний,61400,36.2366700,"Товариство з обмеженою відповідальністю ""Агрофірма ""Контрактова"""
"31000, вул. Грушевського, буд. 148, м. Красилів, Хмельницька обл.",1300,49.6519444,1800,Хмельницька,Інші,5100,"train,autocar","Красилівське ПХП, ВАТ",Приватний,40100,26.9705556,"Відкрите акціонерне товариство ""Красилівське підприємство хлібопродуктів"""
"24600, вул. Радянська, буд. 6, смт. Крижопіль, Вінницька обл.",1100,48.3841667,1800,Вінницька,Інші,5102,"train,autocar","Крижопільський елеватор, ТОВ",Приватний,62900,28.8625000,"Товариство з обмеженою відповідальністю ""Крижопільський елеватор"""
"16572, вул. Перемоги, буд. 1, смт. Дмитрівка, Бахмацький р-н., Чернігівська обл.",750,51.4922222,1100,Чернігівська,Інші,5106,"train,autocar","Дмитрівське ЗПП, ПрАТ",Приватний,32000,31.8605556,"Приватне акціонерне товариство ""Дмитрівське зернопереробне підприємство"""
"72013, вул. 70 років Радянської влади, буд. 1, смт. Пришиб, Михайлівський р-н., Запорізька обл.",1000,47.236187,2000,Запорізька,Інші,5108,"train,autocar","Михайлівський райагропостач, ПрАТ",Приватний,25000,35.322289,"Приватне акціонерне товариство ""Михайлівський райагропостач"""
"70002, вул. Елеваторна, буд. 3, м. Вільнянськ, Запорізька обл.",660,47.9419444,1000,Запорізька,Інші,5109,"train,autocar","Вільнянський елеватор, ТОВ",Приватний,48000,35.4280556,"Товариство з обмеженою відповідальністю ""Вільнянський елеватор"""
"66410, вул. Привокзальна, буд. 4, с. Жеребкове, Ананьївський р-н., Одеська обл.",900,47.8413440,1000,Одеська,Інші,5110,"train,autocar","Кононівський елеватор, ТОВ",Приватний,34900,29.872002,"Товариство з обмеженою відповідальністю ""Кононівський елеватор"""
"24004, вул. Дністровська, буд  60, м. Могилів-Подільський, Вінницька обл.",720,48.4380240,720,Вінницька,Інші,5113,autocar,"ЛАН, ТОВ",Приватний,23000,27.8171620,"Товариство з обмеженою відповідальністю ""ЛАН"""
"37264, вул. Комарова, буд. 1, 1а,б,в,г,д, вул. Жовтнева, буд. 1а, с. Вирішальне, Лохвицький р-н., Полтавська оюл.",3500,50.191421,5000,Полтавська,Інші,5114,"train,autocar","Амарант, ТОВ (с. Вирішальне)",Приватний,50000,33.448799,"Товариство з обмеженою відповідальністю ""Амарант"""
"63312, вул. Нова, буд. 5. с. Ватутіне, Нововодолазький р-н., Харківська обл.",2640,49.791239,2200,Харківська,Інші,5116,"train,autocar","Агрофірма ""Україна Нова, СТОВ",Приватний,40000,36.025221,"Сільськогосподарське товариство з обмеженою відповідальністю Агрофірма ""Україна Нова"""
"08800, вул. Елеваторна, буд. 1, м. Мироніка, Київська обл.",2400,49.6500000,7200,Київська,Інші,5118,"train,autocar","Миронівський ЗВКК, ПАТ",Приватний,136000,30.9843333,"Публічне акціонерне товариство ""Миронівський завод по виготовленню круп і комбікормів"""
"71300, вул. Промислова, буд. 1, м. Кам\'янка-Дніпровська, Запорізька обл.",5000,47.50071,7000,Запорізька,Власники 6+,5119,"autocar,barge","НІБУЛОН СП, ТОВ (Кам\'янка-Дніпровська філія)",Нібулон,75200,34.39323,"Товариство з обмеженою відповідальністю сільськогосподарське товариство ""НІБУЛОН"""
"43022, вул. Мамсурова, буд. 10, м. Луцьк, Волинська обл.",1000,50.707595,1200,Волинська,Інші,5120,autocar,"Волинь-зерно-продукт, ТОВ (м. Луцьк)",Приватний,32000,25.32097,"Товариство з обмеженою відповідальністю ""Волинь-зерно-продукт"""
"45100, вул. Привокзальна, буд. 3, м. Рожище, Волинська обл.",550,50.9167000,1200,Волинська,Інші,5121,"train,autocar","Волинь-зерно-продукт, ТОВ (м. Рожище)",Приватний,9600,25.2667000,"Товариство з обмеженою відповідальністю ""Волинь-зерно-продукт"" "
"45750, вул. Привокзальна, буд. 90, смт. Сенкевичівка, Горохівський р-н., Волинська обл.",1100,50.5291667,800,Волинська,Інші,5122,"train,autocar","Волинь-зерно-продукт, ТОВ (смт. Сенкевичівка)",Приватний,15000,25.0383333,"Товариство з обмеженою відповідальністю ""Волинь-зерно-продукт"""""
"24032, вул. 50-річчя Жовтня, буд. 21-м, смт. Вендичани, Могилів-Подільський р-н., Вінницька обл.",700,48.6158333,500,Вінницька,Власники 6+,5123,"train,autocar",Елеваторна компанія Кусто ТОВ (смт. Вендичани),Кусто,10000,27.7963889,"Товариство з обмеженою відповідальністю ""Елеваторна компанія ""Кусто-Агро"""
"24633, вул. Службова, буд.1-Б, с. Соколівка, Крижопільський р-н., Вінницька обл.",700,48.4419444,500,Вінницька,Власники 6+,5124,"train,autocar",Елеваторна компанія Кусто ТОВ (с. Соколівка)),Кусто,10000,28.9922222,"Товариство з обмеженою відповідальністю ""Елеваторна компанія ""Кусто-Агро"""
"84112, вул. Свободи, буд. 85, м. Слов\'янськ, Донецька обл.",0,48.8532000,1200,Донецька,Інші,5125,"train,autocar","ТК Урожай, ТОВ (м. Слов\'янськ)",Приватний,48000,37.6053000,"Товариство з обмеженою відповідальністю ""Торгівельна компанія ""Урожай"""
"51325, вул. Пристанційна, буд. 26а, 26, с. Варварівка, Юр\'ївський р-н., Дніпропетровська обл.",2200,48.7056330,1850,Дніпропетровська,Інші,5126,"train,autocar","Павлоградзернопродукт, ТОВ",Приватний,37000,35.9879650,"Товариство з обмеженою відповідальністю ""Павлоградзернопродукт"""
"93008, вул. Київська, буд. 138, м. Рубіжне,  Луганська обл.",800,49.0108620,800,Луганська,Інші,5128,"train,autocar","Рубіжне-Агро, ТОВ",Приватний,19100,38.3740710,"Товариство з обмеженою відповідальністю ""Рубіжне-Агро"""
"98200, вул. Енгельса, буд. 30, смт. Леніне, АР Крим",1300,45.2975000,1210,АР Крим,Інші,5129,"train,autocar","Ленінське ХПП, ПрАТ",Приватний,24200,35.7738889,"Приватне акціонерне товариство ""Ленінське хлібоприймальне підприємство"""
"37710, вул. Ворошилова, буд. 1а, с. Лазірки, Оржицький р-н., Полтавська обл.",800,50.0830872,800,Полтавська,Інші,5130,"train,autocar","Агрострой, ТОВ (с. Лазірки)",Приватний,8000,32.6559079,"Товариство з обмеженою відповідальністю ""Агрострой"" "
"74330, с. Тягинка, Бериславський р-н., Херсонська обл.",2300,46.7816667,1000,Херсонська,Інші,5131,"train,autocar,ship,barge","Тягінське ХПП, ТОВ",Приватний,14500,33.0538889,"Товариство з обмеженою відповідальністю ""Тягінське хлібоприймальне підприємство"""
"74612, вул. Горностаївська, буд. 1а, с. Каїри, Горностаївський р-н., Херсонська обл.",3540,46.9466667,2160,Херсонська,Інші,5132,"autocar,ship,barge","ЗПП Зерно Таврії, ТОВ",Приватний,36900,33.7030556,"Товариство з обмеженою відповідальністю ""Зернопереробне підприємство ""Зерно Таврії"""
"09800, вул. Київська, буд. 27, м. Тетіїв, Київська обл.",1400,49.3708333,1800,Київська,Інші,5133,"train,autocar","Тетіївське ХПП, ПАТ",Приватний,45500,29.6900000,"Публічне акціонерне товариство ""Тетіївське хлібоприймальне підприємство"""
"51660, вул. Вокзальна, буд. 19, м. Верховцеве, Дніпропетровська обл.",700,48.4833333,400,Дніпропетровська,Інші,5134,"train,autocar","Верховцевський елеватор, ТОВ",Приватний,16900,34.2500000,"Товариство з обмеженою відповідальністю ""Верховцевський елеватор"""
"56602, вул. Решетєєва, буд. 79, м. Нова Одеса, Миколаївська обл.",2000,47.2933120,1500,Миколаївська,Інші,5135,"train,autocar,barge","Новоодеський елеватор, ТОВ",Приватний,66600,31.79468,"Товариство з обмеженою відповідальністю ""Новоодеський елеватор"""
"39500, вул. Огородня, буд. 1в, м. Карлівка, Полтавська обл.",800,49.4500000,800,Полтавська,Інші,5136,"train,autocar","Агрострой, ТОВ (м. Карлівка)",Приватний,8000,35.1333333,"Товариство з обмеженою відповідальністю ""Агрострой"""
"66502, вул. Спортивна, буд. 4а, смт. Любашівка, Одеська обл.",2900,47.0833333,3900,Одеська,Інші,5137,"train,autocar","Любашівський елеватор, ПрАТ",Приватний,78700,30.0333333,"Приватне акціонерне товариство ""Любашівський елеватор"""
"85300, вул. Шота, буд. 2, м. Красноармійськ, Донецька обл.",900,48.2810300,900,Донецька,Інші,5138,"train,autocar","Красноармійська реалбаза, ПрАТ",Приватний,19900,37.1733530,"Відкрите акціонерне товариство ""Красноармійська реалбаза"""
"39323. вул. Миру, буд. 57, с. Руденківка, Новосанжарський р-н., Полтавська обл.",800,49.3213049,780,Полтавська,Інші,5139,"train,autocar","Елеватор Чиста Криниця, ТОВ",Приватний,20000,34.4034204,"Товариство з обмеженою відповідальністю ""Елеватор ""Чиста криниця"""
"96178, вул. Леніна, буд. 2, смт. Азовське, Джанкойський р-н., АР Крим",1100,45.5913900,1700,АР Крим,Інші,5140,"train,autocar","Поле-Порт, ТОВ",Приватний,33700,34.5675000,"Товариство з обмеженою відповідальністю ""Поле-Порт"""
"09724, вул. Залізнична, буд. 1, с. Іванівка, Богуславський р-н., Київська обл.",775,49.5542130,1000,Київська,Інші,5141,"train,autocar","Таганча, ПрАТ",Приватний,47814,31.1032180,"Приватне акціонерне товариство ""Таганча"""
"61035, вул. Матросова, буд. 24, м. Харків",1700,49.955445,1700,Харківська,Державні,5142,"train,autocar","ДПЗКУ, ПАТ (філія Харківський КХП № 2)",ДПЗКУ,29700,36.27883,"Публічне акціонерне товариство ""Державна продовольчо-зернова корпорація України"""
"48241, вул. Незалежності, буд. 1д, м. Хоростків, Гусятинський р-н., Тернопільська обл.",760,49.2030849,1180,Тернопільська,Інші,5143,"train,autocar","Енергоощадні технології НВО, ПП",Приватний,25600,25.9034702,"Приватне підприємство ""Науково-Виробниче Об\'єднання ""Енергоощадні технології"""
"70231, вул. Матросова, буд. 44, смт. Залізничне, Гуляйпільський р-н., Запорізька обл.",1130,47.6502778,850,Запорізька,Інші,5144,"train,autocar","ЗерноСервісАгро, ТОВ",Приватний,33500,36.1633333,"Товариство з обмеженою відповідальністю ""ЗерноСервісАгро"""
"13401, вул. Станційна, буд. 20, м. Андрушівка, Житомирська обл.",740,50.0246920,1120,Житомирська,Інші,5145,"train,autocar","Заготзерно, ПСП (м. Андрушівка)",Приватний,27000,29.0294980,"Приватне сільськогосподарське підприємство ""Заготзерно"""
"68600, вул. Портова, буд. 4, м. Ізмаіл,  Одеська обл.",2500,45.33404,1500,Одеська,Інші,5146,"train,autocar,ship,barge","Дунайзерноекспорт, ТОВ",Приватний,27000,28.827921,"Товариство з обмеженою відповідальністю ""Дунайзерноекспорт"""
"67550, вул. Індустріальна, буд. 10, смт. Нові Біляри, Комінтернівський р-н., Одеська обл.",24000,46.630667,7500,Одеська,Інші,5147,"train,autocar,ship,barge","Боріваж, ТОВ",Приватний,124000,31.000113,"Товариство з обмеженою відповідальністю ""Боріваж"""
"43022, вул. Молодогвардійська, буд. 11, м. Луцьк, Волинська обл.",1000,50.723199,2400,Волинська,Державні,5148,"train,autocar","Луцький КХП № 2, ДП ДАРУ",ДАРУ,72000,25.379006,"Державне підприємство ""Луцький комбінат хлібопродуктів № 2"" Державного агентства резерву України"
"22000, вул. Привокзальна, буд. 53, м. Хмільник, Вінницька обл.",1000,49.5596030,1000,Вінницька,Інші,5149,"train,autocar","Хмільницьке, ТОВ",Приватний,18500,27.9574670,"Товариство з обмеженою відповідальністю ""Хмільницьке"""
"98302, Вокзальне шосе, буд. 32, м. Керч, АР Крим",1400,45.362768,3120,АР Крим,Державні,5150,"train,autocar","Керченський КХП, ДП ДАРУ",ДАРУ,61000,36.445672,"Державне підприємство ""Керченський комбінат хлібопродуктів"" Державного агенства резерву України"
"48720, вул. Бережанська, буд. 1а, смт. Скала-Подільська, Борщівський р-н., Тернопільська обл.",540,48.8500000,420,Тернопільська,Інші,5151,"train,autocar","Діоніс, ПП",Приватний,7700,26.2000000,"Приватне підприємство ""Діоніс"""
"56000, вул. Жовтнева, буд. 40, смт. Казанка, Казанківський р-н., Миколаївська обл.",1200,47.8380556,1200,Миколаївська,Інші,5152,"train,autocar","Казанківське ХПП, ПрАТ",Приватний,37400,32.8261111,"Приватне акціонерне товариство ""Казанківське хлібоприймальне підприємство"""
"57300, вул. Леніна, буд. 14, м. Снігурівка,  Миколаївська обл.",800,47.0763729,2000,Миколаївська,Інші,5153,"train,autocar","Снігурівський КХП, ДП",Приватний,58000,32.7927290,"Дочірнє підприємство ""Снігурівський комбінат хлібопродуктів"""
"67450, ст. Кучурган, Роздільнянський р-н., Одеська обл.",750,46.730743,1300,Одеська,Інші,5154,"train,autocar","Роздільнянський елеватор, ПрАТ (ст. Кучурган)",Приватний,13700,29.980316,"Приватне акціонерне товариство ""Роздільнянський елеватор"""
"97420, вул. Виноградна, буд. 1, м. Євпаторія, АР Крим ",700,45.1904500,1050,АР Крим,Державні,5155,"train,autocar","Західно-Кримський елеватор, ДП ДАК ""Хліб України""",ДАК,50000,33.3668670,"Дочірнє підприємство Державної акціонерної компанії ""Хліб України"" ""Західно-Кримський елеватор"""
"55222, вул. Комсомольська, буд. 2, смт. Підгородна, Первомайський р-н., Миколаївська обл.",1000,48.1097222,1000,Миколаївська,Інші,5156,"train,autocar","Підгороднянський елеватор, ПрАТ",Приватний,30750,30.8858333,"Приватне акціонерне товариство ""Підгороднянський елеватор"""
"71600, вул. 8 Березня, буд. 75, м. Василівка, Запорізька обл.",2000,47.4333333,1900,Запорізька,Інші,5157,"train,autocar","Василівка-Агро, ТОВ",Приватний,36800,35.2666667,"Товариство з обмеженою відповідальністю ""Василівка-Агро"""
"72013, вул. Елеваторна,  буд. 1, смт. Пришиб, Михайлівський р-н., Запорізька обл.",3100,47.236187,4400,Запорізька,Власники 6+,5158,"train,autocar","Луї Дрейфус Комодітіз Україна ЛТД, ТОВ",Луї Дрейфус ,97450,35.323289,"Товариство з обмеженою відповідальністю ""Луї Дрейфус Комодітіз Україна ЛТД"""
"28020, вул. Гагаріна, буд. 1б, с. Королівка, Олександрійський р-н., Кіровоградська обл.",1500,48.5772222,2000,Кіровоградська,Інші,5159,"train,autocar","Королівське ХПП, ТОВ",Приватний,47000,33.2163889,"Товариство з обмеженою відповідальністю ""Королівське хлібоприймальне підприємство"""
"16500, вул. Східна, буд. 13, м. Бахмач, Чернігівська обл.",1200,51.1830556,1700,Чернігівська,Державні,5160,"train,autocar","Ніжинський КХП, ДП ДАРУ (філія Хлібна база № 87)",ДАРУ,60000,32.8297222,"Державне підприємство ""Ніжинський комбінат хлібопродуктів"" Державного агенства резерву України"""
"67400, вул. Леніна, буд. 83, м. Роздільна, Роздільнянський  р-н., Одеська обл.",1550,46.8438810,1000,Одеська,Інші,5161,"train,autocar","Роздільнянський елеватор, ПрАТ (м. Роздільна)",Приватний,22600,30.0792320,"Приватне акціонерне товариство ""Роздільнянський елеватор"""
"09000, вул. Київська, буд. 25, м. Сквира, Київська обл.",2400,49.741469,4000,Київська,Інші,5162,"train,autocar","Сквирський КХП, ТОВ",Приватний,99600,29.673986,"Товариство з обмеженою відповідальністю ""Сквирський комбінат хлібопродуктів"""
"39070, вул. Островського, буд. 23, смт. Градизьк, Глобинський р-н., Полтавська обл.",5000,49.2330693,7000,Полтавська,Власники 6+,5163,"autocar,barge","НІБУЛОН СП, ТОВ (філія Градизьк)",Нібулон,42200,33.1320371,"Товариство з обмеженою відповідальністю сільськогосподарське підприємство ""НІБУЛОН"""
"17523, вул. Чернігівська,  буд. 39, смт. Мала Дівиця, Прилуцький р-н., Чернігівська обл.",860,50.6870783,750,Чернігівська,Інші,5164,"train,autocar","Ресурс Агро, ТОВ (Галкінське ХПП)",Приватний,15200,32.1729776,"Товариство з обмеженою відповідальністю ""Ресурс Агро"""
"80560, вул. Довженка, буд. 1, смт. Красне, Буський р-н., Львівська обл.",900,49.9197408,900,Львівська,Інші,5165,"train,autocar","Західний Буг, ПП (Буський КЗ)",Приватний,15000,24.6179080,"Приватне підприємство ""Західний Буг"""
"31416, вул. Привокзальна, буд. 3, с. Адампіль, Старосинявський р-н., Хмельницька обл.",500,49.6658333,1000,Хмельницька,Інші,5166,autocar,"Візит, АП НВП",Приватний,21900,27.6552778,"Агропромислове науково-виробниче підприємство ""Візит"""
"31310, вул. Вокзальна, буд. 1, смт. Чорний Острів, Хмельницький  р-н., Хмельницька обл.",800,49.5083239,1600,Хмельницька,Інші,5167,"train,autocar","Чорноострівське ХПП, ТОВ",Приватний,21200,26.7658004,"Товариство з обмеженою відповідальністю ""Чорноострівське хлібоприймальне підприємство"""
"39213, вул. Полтавська, буд. 62, с. Бутенки, Кобеляцький р-н., Полтавська обл.",2200,49.2338186,3300,Полтавська,Державні,5169,"train,autocar","ДПЗКУ, ПАТ (філія Кобеляцький КХП)",ДПЗКУ,148450,34.1099437,"Публічне акціонерне товариство ""Державна продовольчо-зернова корпорація України"""
"22633, вул. Миру, буд. 38, с. Оратів, Оратівський р-н., Вінницька обл.",2200,49.1922222,1500,Вінницька,Інші,5170,"train,autocar","Фарвуд, ПП",Приватний,16000,29.5241667,"Приватне підприємство ""Фарвуд"""
"68600, вул. Локомотивна, буд. 3, м. Ізмаїл, Одеська обл.",1500,45.352085,2000,Одеська,Інші,5171,"train,autocar","Рів.А.Холдінг, ТОВ",Приватний,16000,28.836429,"Товариство з обмеженою відповідальністю ""РІВ. А.ХОЛДІНГ"""
"66373, вул. Леніна, буд. 1, с. Мардарівка, Котовський р-н., Одеська обл.",1400,47.5362590,1500,Одеська,Інші,5172,"train,autocar","Мардарівське ХПП, ТОВ",Приватний,27900,29.7359580,"Товариство з обмеженою відповідальністю ""Мардарівське ХПП"""
"67620, вул. Елеваторна, буд. 1, с. Вигода, Біляївський р-н., Одеська обл.",1200,46.6148933,1300,Одеська,Власники 6+,5173,"train,autocar","Сантрейд, ДПзІІ (Вигоднянська філія)",Сантрейд,30000,30.3973146,"Дочірнє підприємство з іноземною інвестицією ""Сантрейд"""
